Job title,Salary,Job description,Requirements,URL,Company
"ХАС, ЦБУ ахлах инженер /Бодь Пропертийз ХХК - ОТ төсөл/","3,000,000-3,500,000 ₮ | Тохиролцоно","ХАС, ЦБУ-ийн инженерүүдийг удирдах, ажлын даалгавар өгөхАжлын явцад тулгарсан техникийн асуудлыг шийдвэрлэхЗахиалагч, гүйцэтгэгч, хяналтын инженерүүдтэй уялдаа холбоотой ажиллахЗураг төсөл, материал, угсралтын чанарыг шалгахАжлын гүйцэтгэлийг төлөвлөгөө, төсөвт нийцүүлэхАшиглалт, засвар үйлчилгээний зааварчилгаа боловсруулах","Боловсрол:Сантехникийн инженерийн бакалавр болон түүнээс дээш зэрэгтэйТуршлага:Мэргэжлээрээ 5-аас доошгүй жил үр бүтээлтэй ажилласан туршлагатай байхУр чадвар:Усны хэрэглээ, даралт, урсгалын тооцоо хийх чадвартайЦэвэр, бохир усны системийн зураг төсөл боловсруулах, туршилт тохируулга хийх, ашиглалт хяналт тавих ур чадвартайСистемийн тооцоо гаргах, зураг төсөл боловсруулах, угсралт болон ашиглалтанд хяналт тавихХАС системийн чанарын хяналт, туршилт, тохируулгын ажил удирдах чадвартайAutoCAD, Revit MEP, HAP (Hourly Analysis Program), EPANET, WaterCAD, AutoCAD Civil 3D, Revit MEPАнгли хэлний дундаас дээш түвшний мэдлэгтэй байхБарилгын зураг төсөл, төсөв тооцоо, барилга угсралт, чанарын хяналт, барилгын норм ба дүрэм (БНбД) болон стандартуудыг сайн мэддэг байхТөслийн график төлөвлөлт, чанар, аюулгүй ажиллагааны хяналт, материалын тооцоо, ажил гүйцэтгэлийн дүгнэлт гаргах чадвартай байхБарилгын баг удирдах, гүйцэтгэгч болон захиалагчтай уялдаа холбоо сайтай ажиллах чадвартай байхАюулгүй ажиллагаа болон стандартын талаар сайн мэдлэгтэй байхБусад ур чадвар:Харилцааны соёлтой, төлөвлөлт хийх чадвартайБагаар ажиллах, удирдан зохион байгуулах ур чадвартайАжлын болон хувийн зохион байгуулалт, цагийн менежмент, Цаг ашиглалт сайтай, бүтээмжтэй ажилладаг байх",https://www.zangia.mn/job/_fg_u767shc,Бодь Интернэшнл ХХК
САЛБАР ДЭЛГҮҮРИЙН МЕНЕЖЕР /Төв салбар/,"3,500,000-4,000,000 ₮","Дэлгүүрийн  зохион байгуулалтын ажил /ажилчдын ажиллах хуваарь, дэлгүүрийн гадаад дотоод үзэмж, тохижилт, бараа буцаалт болон засвартай холбоотой асуудлыг шуурхай шийдвэрлэх гэх мэт/-г бүрэн хариуцан хяналт тавих,Борлуулагч худалдагч нарын үйлчилгээний стандартад хяналт тавьж ажиллах,Бараа бүтээгдэхүүний борлуулалт, харилцагч үйлчлүүлэгчийн тоог нэмэгдүүлэх замаар компаний ашиг орлогыг өсгөх зэрэг АБТ-д заасан бусад чиг үүргийг хэрэгжүүлж ажиллана.","Худалдаа, борлуулалт, бизнесийн удирдлага чиглэлээр бакалавар болон түүнээс дээш зэрэгтэйХудалдаа, борлуулалтын чиглэлээр 3 ба түүнээс жилийн ажлын туршлагатайКомпьютерийн хэрэглээний программууд бүрэн эзэмшсэнБагаар ажиллах, хувийн зохион байгуулалт сайтай, харилцааны өндөр ур чадвартайБорлуулах ажлыг удирдан зохион байгуулах чадвартайЦахилгаан барааны мэдлэгтэйБусдад шаардлага тавьж хурдтай ажилладаг байхERP програм дээр ажиллаж байсан бол давуу тал болно",https://www.zangia.mn/job/_vqmqyz--fq,Арина электроникс ХХК
Тооцооны нягтлан бодогч /ШИНЭ ТӨГСӨГЧ БАЙЖ БОЛНО/,"2,100,000-2,500,000 ₮ | Тохиролцоно","- Байгууллагын нягтлан бодох бүртгэлийн НББОУС, СТОУС, ННБ-ийн тухай хууль болон монгол улсад мөрдөгдөж буй хуулийн дагуу хөтлөн явуулах- Бараа материал, мөнгөн хөрөнгийн гүйлгээг анхан шатны баримтад үндэслэн үнэн зэв хөтлөн явуулах- Компанийн санхүүтэй холбоотой тушаал, заавар журмын биелэлтийг ханган ажиллах- Анхан шатны маягт бүрдүүлэх, баримт үдэж цэгцлэх- Тайлан мэлээг цаг хугацаанд нь гаргаж тайлагнах- Ажлын байрны тодорхойлолтод заасан бусад чиг үүргийн дагуу ажиллах","Нягтлан бодох бүртгэл, санхүүгийн чиглэлээр бакалавр зэрэгтэй байхШинэ төгсөгч байж болноКомпьютерийн хэрэглээний программ дээр ажиллах чадвартайАсуудал шийдвэрлэх, шинийг санаачлах чадвартайБагаар ажиллах чадвартай, харилцааны ур чадвартай",https://www.zangia.mn/job/_z2amnveo18,Эвт Чулуу ХХК
ХАБЭА-н инженер,"2,500,000-3,000,000 ₮","Хөдөлмөрийн аюулгүй байдал, эрүүл ахуйн тухай хууль, дүрэм журмын хэрэгжилтийг хангаж ажиллуулах, арга зүйгээр хангахУурхайн өдөр тутмын үйл ажиллагааг зохион байгуулах, хяналт тавьж ажиллахАжлын байрны тодорхойлолтод заасан бусад үүрэг","ХАБЭА-н менежмент, Уул уурхай, механик инженер, хууль эрх зүйн чиглэлээр бакалавр болон түүнээс дээш зэрэгтэй, ХАБЭА-н мэргэжлийн үнэмлэхтэйУул уурхайн салбарт 2-оос доошгүй жил ХАБЭА-н мэргэжилтээр ажилласан ажлын туршлагатайУдирдан зохион байгуулах чадвартайБогино хугацаанд түргэн шуурхай оновчтой шийдвэр гаргахБагаар хамтран ажиллах чадвартайХувийн зохион байгуулалт сайтайХАБЭА хууль дүрэм журмын талаар мэдлэгтэй, дүрэм журам боловсруулах, хэрэгжүүлэх чадвартай",https://www.zangia.mn/job/_v_r4ysnhze,Цагаан-Уулын магнит
Байгаль орчны туслах ажилтан /Дундговь/,"1,500,000-1,800,000 ₮","Үйлдвэр, уурхайн батлагдсан байгаль орчны дүрэм журмыг баримтлан ажиллахАжлын байрны тодорхойлолтод заасан бусад чиг үүргүүдийг гүйцэтгэнэ.","Үйлдвэр, уурхайд ажиллаж байсан туршлагатайНогоон байгууламж болон байгаль орчны менежментийн талаар мэдлэгтэйБагаар ажиллах чадвартайХөдөө орон нутагт 14/14 ээлжийн хувиараар ажиллах боломжтой.",https://www.zangia.mn/job/_p+bt+m49gs,МАК Цемент ХХК
"Захирлын туслах, архив бичиг хэргийн ажилтан","2,100,000 - 2,500,000 ₮","Захирлын ажлын өдөр тутмын үйл ажиллагааг дэмжихАрхив, бичиг хэргийн үйл ажиллагааг зохион байгуулахТайлан, мэдээллийг бэлтгэх, боловсруулахАрхивын бичиг баримтыг зохих журмын дагуу хадгалах, архивлахКомпьютерийн программ болон системд мэдээлэл оруулахХурал, уулзалтуудыг зохион байгуулах, тэмдэглэл хөтлөхЗахирлын зааварчилгаанд үндэслэн бусад туслах ажлуудыг гүйцэтгэх","Бакалаврын зэрэгтэй байхБичиг хэргийн болон архивын ажилд туршлагатай байхКомпьютерийн хэрэглээний программуудыг эзэмшсэн байхХарилцааны ур чадвар сайтай байхНягт нямбай, анхааралтай байхАжлын ачаалал даах чадвартай байхБагийн ажиллагаанд хамтран ажиллах чадвартай байхАнгли хэлний мэдлэгтэй бол давуу тал болно",https://www.zangia.mn/job/_asfe+owf0l,Даблью Экс Пи ХХК
Бүтээгдэхүүн хөгжүүлэлтийн менежер / Хоол,"2,500,000-3,000,000 ₮ | Тохиролцоно","FF/CFF Категорийн бараа бүтээгдэхүүний судалгаа хийх, бүтээгдэхүүн хөгжүүлэлт хийхШинэ бүтээгдэхүүний анхан шатны жор орц түүхий эдийн тооцоолол хийхАмталгаа зохион байгуулах, дүгнэлт хийхЗах зээлийн судалгаа хийх, анализ хийхСайжруулсан жор орцыг харилцагчид өгч хамтарч хөгжүүлэлт хийх","Хүнсний технологи, бүтээгдэхүүн хөгжүүлэлт чиглэлээр их дээд сургууль төгссөн байхХүнсний технологич чиглэлээр ажилласан туршлагтайХэрэглээний программ дээр ажиллах чадвартайХарилцааны ур чадвартайБагаар ажиллах чадвартайАнгли, Солонгос хэлний мэдэлгэтэй бол давуу тал болноISO HACPP-н тухай мэдлэгтэй бол давуу тал болно",https://www.zangia.mn/job/_udl5hin9w3,Жи Эс 25
Бүтээгдэхүүн хөгжүүлэлтийн чанарын менежер /FF/CFF,"2,500,000-3,000,000 ₮ | Тохиролцоно","FF/CFF Категорийн бараа бүтээгдэхүүний чанар стандартыг хангаж ажиллах төлөвлөгөө гаргахХолбогдох мэдээлэл, сургалт зохион байгуулах","МУ-д мөрдөгдөж буй чанар стандартын тухай мэдлэгтэй байх түүний хэрэгжилтийг хангаж ажиллах /microbiology, label, үйлдвэрлэлийн шат дамжлага урсгал гэх мэт/Солонгос болон Англи хэл, Хятад хэлний чадвартай бол давуу тал болно.ISO, НАСРР тухай мэдлэгтэй байхМэргэжлээрээ гадаадын болон монгол улсын сургалтанд хамрагдсан сертификаттай байх",https://www.zangia.mn/job/_ewids74vb6,Жи Эс 25
Хүний нөөцийн менежер / Хөдөлмөрийн харилцаа/,"2,500,000 - 3,000,000 ₮","Компанийн хөдөлмөрийн харилцааны бодлого дүрэм журмын дагуу хөдөлмөрийн харилцааг хэрэгжүүлэх, хөдөлмөрийн харилцаатай холбоотой бичиг баримтуудыг боловсруулах, удирдлагуудаар хянуулах, батлуулах, батлагдсан баримт бичгийг хэлтсийн холбогдох ажилтнуудад хүргүүлэх,Хөдөлмөрийн харилцаатай холбоотой гэрээ, баримт бичгүүд, журам, зааврыг ажилтнуудад танилцуулах, баталгаажуулахХүний нөөцийн систем дээр хүний нөөцийн мэдээллүүдийг оруулах, шаардлагатай өөрчлөлт, мэдээлэл шинэчлэн бүртгэх мөн хүний нөөцийн үйл ажиллагаануудыг хамран зохион байгуулах","Сэтгэл зүйч, Төрийн удирдлага, Хүний нөөцийн менежмент, хууль эрх зүйч чиглэлээр бакалавр, түүнээс дээш зэрэгтэйХөдөлмөрийн харилцааны чиг үүргийн хүрээнд 3-с доошгүй жил ажилласан туршлагатайБагаар ажиллах чадвартайАсуудлыг шийдвэрлэх, шийдвэр гаргах чадвартайБаримт бичиг боловсруулах хөтлөх чадвартайАрхив бичиг хэргийн стандартын тухай тодорхой ойлголттойШинийг санаачлах, өөриймсөг сэтгэлтэй, үнэнч шударга, ажилдаа хариуцлагатай ханддаг",https://www.zangia.mn/job/_jema_3xs31,Монруд ХХК
КЕМПИЙН ТУСЛАХ АЖИЛТАН,"1,800,000-2,100,000 ₮",- АБТ-д заасан чиг үүргийн дагуу,"ЭрэгтэйТогтвор суурьшилтай ажиллахХариуцлагатай, эелдэг найрсаг",https://www.zangia.mn/job/_e16y--gvfz,Хишигт Эрдэс ХХК
"Ашиглалт, түрээс хариуцсан ерөнхий менежер","3,000,000-3,500,000 ₮","Үл хөдлөх хөрөнгүүдийн ашиглалт, түрээсийн холбогдох бүхий л үйл ажиллагааг удирдан зохион байгуулахГэрээ харилцааг хариуцан ажиллах","Үл хөдлөх хөрөнгө, ашиглалт, түрээс, үйлчлгээний ажлын 3-с дээш жилийн туршлагатайТогтвор суурьшилтай ажиллах",https://www.zangia.mn/job/_7w-9t4fe-b,Брикланд ХХК
"ЧАНАРЫН ИНЖЕНЕР /ХАС,ЦБУ/","4,000,000-4,500,000 ₮","Төслийн холбогдох үйл ажиллагааг чанарын стандартын шаардлагад нийцүүлэн хэрэгжүүлэх, хянан баталгаажуулахБайгууллагын чанарын бодлого, зорилтуудын хэрэгжилтэд хяналт тавихТөслийн чанарын үе шатны хяналт ба баталгаажуулалт, улсын комисстой холбоотой баримт бичгийг холбогдох дүрэм журмын дагуу боловсруулах, удирдлагаар батлуулахБарилгын ажлыг чанартай гүйцэтгэхэд дагаж мөрдөх технологийн зааварчилгаа, аргачлал, холбогдох баримт бичгийг боловсруулах, санал гаргахТөслийн багийн инженер, бусад ажилтнуудтай үр дүнтэй харилцааг үүсгэн чанарын менежментийг хэрэгжүүлэх","Барилгын агаар сэлгэлт, шугам сүлжээ сантехникийн чиглэлээр чиглэлээр баклавр болон түүнээс дээш зэрэгтэй байхТөслийн менежмент болон чанарын менежментийн зохих мэдлэгтэй байхКомпьютерийн хэрэглээний болон тусгай програмууд дээр ажиллах чадвартайБаримт бичиг боловсруулах, хөтлөх, тайлагнах чадвартай байхАсуудалд дүн шинжилгээ хийх, статистик дүн шинжилгээ хийх, дүгнэлт шийдвэр гаргах чадвартай",https://www.zangia.mn/job/_wr6eredy66,Тэсо Пропертис ХХК
Угтах үйлчилгээний ажилтан,"1,200,000-1,500,000 ₮","Үйлчлүүлэгч нарыг угтан авч, мэндлэн, сэтгэлд нийцсэн лавлах тусламж үйлчилгээг үзүүлэхЛавлахаар үйлчлүүлж буй иргэдэд эмнэлгийн зохион байгуулалт, үйл ажиллагааны болон тусламж үйлчилгээний талаарх лавлагаа мэдээллийг ойлгомжтой, энгийн үгээр тайлбарлан өгөхҮйлчлүүлэгч эмнэлэгт хэвтэн эмчлүүлэх шаардлагатай тохиолдолд баримт бичгийн бүрдлийн талаар зөвөлгөө өгөхЭмч, эмнэлгийн мэргэжилтэн, ажилтан нартай үйлчлүүлэгчийг уулзуулах, холбон өгөх асуудлыг зохицуулж /дотуур холбоо, гар утас/, хурдан шуурхай шийдвэрлэж өгөхХэвтэн эмчлүүлэгчийн талаарх мэдээллийг тэдгээрийн ар гэрийнхэн, асран хамгаалагч нарт өгөх",Их дээд сургуулийг бакалавр зэрэгтэй төгссөн,https://www.zangia.mn/job/_4kfpx2mfeu,ЭХЭМҮТөв
Борлуулалтын менежер ажилд авна,"2,500,000 - 3,000,000 ₮","Харилцагчидтай биечлэн уулзаж, бүтээгдэхүүн, үйлчилгээ танилцуулахБорлуулалтын тайлан, мэдээллийг бэлтгэхХарилцагчдын санал хүсэлтийг хүлээн авч, шийдвэрлэхЗах зээл судлах, өрсөлдөгчдийн үйл ажиллагааг ажиглахБорлуулалтын үйл ажиллагааг сайжруулах санал дэвшүүлэх","Борлуулалтын менежерээр ажиллаж байсан туршлагатайХарилцааны өндөр чадвартай, хүмүүстэй харилцах дуртайТогтмол, хариуцлагатай, өөрийгөө удирдах чадвартайБизнесийн удирдлага, маркетингийн чиглэлээр их дээд сургууль төгссөнКомпьютерийн хэрэглээний программ ашиглах чадвартайАнгли хэлний мэдлэгтэй бол давуу тал болно",https://www.zangia.mn/job/_6+8ozb0lak,Ардоур холдинг ХХК
БИЗНЕС ХӨГЖЛИЙН МЕНЕЖЕР,"3,500,000-4,000,000 ₮","Урт болон дунд хугацаанд хөгжүүлэх барилгын төслийн судалгаа, шинжилгээг хийх / байршил, консепц, үр ашиг, хөрөнгө оруулалт гэх мэт/Олон улсын болон дотоодын үл хөдлөх болон барилгын зах зээлийн чиг хандлагыг судлахСудалгааны ажлыг нэгтгэн дүгнэх, тайлагнах, дахин сайжруулалт хийхГаднын болон дотоодын түншүүдтэй үр дүнтэй хамтран ажиллах харилцааг зохицуулнаДотоодын хэрэгцээ, шаардлагад тулгуурласан ажлын цар хүрээ боловсруулж, гаднын болон дотоодын холбогдох байгууллагуудтай хамтран ажиллах","Бизнес удирдлага, санхүү менежмент чиглэлээр бакалавр ба түүнээс дээш зэрэгтэйХятад эсвэл Солонгос хэлний ахисан шатны мэдлэгтэйТөслийн менежментийн дунд түвшний мэдлэгтэйХэлцэл хийх ур чадварыг эзэмшсэнХөрөнгө оруулалтын урьдчилсан шинжилгээ хийх чадвартайБаримт бичиг боловсруулах, хөтлөх, тайлагнах чадвартай",https://www.zangia.mn/job/_ug170t9a94,Тэсо Пропертис ХХК
Нягтлан бодогч,"2,100,000-2,500,000 ₮","Нягтлан бодогчийн өдөртутмынгүйлгээ, бараа материалыг бүртгэх, туслахБайгууллагын жилийн санхүүгийн тайлан балансыг гаргахад холбогдох мэдээллийг гаргаж, холбогдох албан тушаалтанд өгөхБайгууллагын үйл ажиллагааны анхан шатны баримт хөтлөн байгууллагын нягтлан бодох бүртгэлийн бодлогын баримт бичгийн дагуу хөтлөхБусад ажлын байрнытодорхойлолтодзаасан үүргүүдийг гүйцэтгэх","Нягтлан бодох мэргэжлээрбакалаврзэрэгтэй байхКомпьютерынөргөн хэрэглээний болон санхүүгийн программ дээр ажиллаж чаддаг байх, албан бичиг боловсруулах, дүгнэлт гаргах чадвартай байхСанхүүгийн Diamond программ дээр ажиллах чадвартайБагаар ажиллах, харилцааны соёлтой,шударгазарчимч байхЦаашид тогтвор суурьшилтай ажиллах сонирхолтойСанхүүгийн сахилга бат өндөр, үнэнч шударгаЦагийн менежмент, хувийн зохион байгуулалт сайтайТайлан тавих, шинэ зүйл суралцах хүсэл тэмүүлэлтэйШинэ төгсөгч байж болно",https://www.zangia.mn/job/_t11lio8a89,Суурь Төр ХХК
МЕХАНИК ИНЖЕНЕР,"3,000,000-3,500,000 ₮","Барилгын техник, тоног төхөөрөмжийн хэвийн үйл ажиллагааг хангахТехникийн шийдлүүдийг боловсруулах, хэрэгжүүлэхТехникийн засвар үйлчилгээний график боловсруулахТехикнийн оператор, жолооч нарын өдөр тутмын удирдлага, зохион байгуулалтыг хэрэгжүүлэхТоног төхөөрөмжийн алдааг тодорхойлох, засварлахҮндсэн үйл ажиллагаанд техникийн дэмжлэг үзүүлэхТоног төхөөрөмжийн аюулгүй байдлыг хангахТехникийн баримт бичиг боловсруулах, хадгалахБагаар ажиллах, бусад мэргэжилтнүүдтэй хамтран ажиллах","Механик инженер, барилгын тоног төхөөрөмжийн инженерээр бакалавр болон түүнээс дээш зэрэгТехник, тоног төхөөрөмжийн засвар, үйлчилгээни график гаргах, бүрэн бүтэн байдлыг хангуулах 3-с доошгүй жилийн туршлагатай,Технологийн шийдлүүдийг боловсруулах чадвартайАжлын стандарт, аюулгүй ажиллагааны хэрэгжилтийн хангуулах бүрэн мэдлэгтэй,Компьютерийн програм хангамжийн мэдлэгтэй (AutoCAD, SolidWorks)Багаар болон бие даан ажиллах чадвартайХарилцааны өндөр ур чадвартайТОГТВОРТОЙ АЖИЛЛАХ ЧИН ХҮСЭЛ ЭРМЭЛЗЭЛТЭЙ",https://www.zangia.mn/job/_6c_r5l3s+h,Жигүүр Гранд Групп
Газрын тосны химич инженер,"1,500,000-1,800,000 ₮ | Тохиролцоно","Газрын тосны бүтээгдэхүүний сорилт шинжилгээг үйл ажиллагааны гарын авлага, лабораторийн чанарын гарын авлага, журам, холбогдох стандартад заасан арга аргачлалын дагуу цаг хугацаанд нь үнэн зөв, чанартай хийж гүйцэтгэх.Лабораторийн хэмжих хэрэгсэл, тоног төхөөрөмжийг зааврын дагуу ажиллуулах.Сорилт, шинжилгээний тайланг үнэн зөв, баллахгүй, гаргацтай гаргаж хөтлөх.Техникийн аюулгүй арга ажиллагаа, галын аюулгүй байдал, гаргацтай гаргаж хөтлөх.Сорилт, шинжилгээний үр дүнгийн холбогдолтой баримт бичгүүдийг хөтлөх, хадгалах.Бусад үйл ажиллаганы гарын авлагад заасан чиг үүргүүд","Газрын тос боловруулалтын инженер, Химийн технологич, Химийн инженер мэргэжлээр бакалавр болон түүнээс дээш зэрэгтэйКомпьютер болон англи хэлний зохих мэдлэгтэйЛабораторийн тоног төхөөрөмж, хэмжих хэрэгсэлтэй нямбай харьцдаг, ажлын байрны цэвэр байдлыг сахидагБагаар болон хүнтэй харилцах ур дүйтэйБаримт бичиг боловсруулах чадвартай",https://www.zangia.mn/job/_ve76nguq02,Монголиа Авиашин Фүел ХХК
ДОТРЫН НАРИЙН МЭРГЭЖЛИЙН ЭМЧ,"2,100,000-2,500,000 ₮","Эрүүл мэндийн тусламж, үйлчилгээг батлагдсан стандарт, удирдамжийн дагуу мэргэжлийн түвшинд үзүүлэх","Дотрын нарийн мэргэжил эзэмшсэн байхЗүрх судасны чиглэлээр ажиллаж байсан бол давуу талтайБагаар болон бие дааж ажиллах чадвартайХарилцааны ур чадвартайТогтвор суурьшилтай ажиллахХарилцааны ёс зүй өндөртэй байхАжлын цаг, хөдөлмөрийн сахилга баттайАжлын туршлагатай байх",https://www.zangia.mn/job/_09arsy86+a,Натур мед сэргээн засах төв
Ахлах нягтлан бодогч,"3,000,000-3,500,000 ₮","Компанийн нягтлан бодох бүртгэлийн бодлогыг мөрдлөг болгож бүртгэлийг холбогдох хууль журам, стандартын дагуу хэрэгжүүлэхКомпанийн санхүүгийн болон татварын тайлангуудыг хугацаанд нь бэлтгэн гаргаж, үр дүнг нь удирдлагад танилцуулахТооцооны нягтлан бодогчдын өдөр тутмын бүртгэл хөтлөлт болон бусад ажилд хяналт тавьж, зөвлөгөө өгөхКомпанийн хөрөнгийн ашиглалт, зарцуулалт, өр авлагын барагдуулалтад хяналт,","Бакалавр, түүнээс дээш зэрэгтэйМэргэжлээрээ 3-аасдээш жил ажилласанСанхүү, нягтлан бодогчийн чиглэлээр мэргэшсэнУдирдан зохион байгуулах,Төлөвлөх, хэрэгжүүлэх, дүгнэх,Нягт нямбай,Цагийнменежментсайтай,Өгөгдөл оруулах, нэгтгэх, дүгнэх чадвар сайтай,Логик сэтгэлгээтэй",https://www.zangia.mn/job/_sh+-c3xetv,Bodio's of Mongolia
Санхүү шинжээч /салбар компанид/,"4,000,000-4,500,000 ₮","Санхүүгийн мэдээллийг цуглуулах, анализ хийхСанхүүгийн төлөвлөгөө, төсвийг боловсруулахад дэмжлэг үзүүлэхСанхүүгийн удирдлагад шаардлагатай мэдээлэл, дүн шинжилгээ хийхЭрсдлийн үнэлгээ, менежментийн арга хэмжээг хэрэгжүүлэхСанхүүгийн системийн ажиллагааг хянах, сайжруулахСанхүүгийн зохицуулалт, журамд нийцсэн байдлыг шалгахТөсвийн хэрэглээ, зардлыг хянахСанхүүгийн багийн гишүүдтэй хамтран ажиллах","Санхүү, эдийн засгийн чиглэлээр бакалаврын зэрэгтэй байхСанхүүгийн шинжилгээ хийх чадвартайСанхүүгийн программ хангамжийг ашиглах чадвартайДүн шинжилгээ хийх, тоон мэдээллийг ашиглах чадвартайБайгууллагын санхүүгийн зохицуулалт, журамд сайн мэдлэгтэйХарилцааны болон багаар ажиллах чадвартайАнгли хэлний зохих мэдлэгтэй байхСудалгаа, тайлан бичих чадвартайТогтмол, хариуцлагатай, цагийн менежменттэй байхАжлын туршлагатай",https://www.zangia.mn/job/_1ezis5_ewx,"""Эхлэл Брэнд"" ХХК"
"Борлуулалт, судалгааны мэргэжилтэн","2,500,000-3,000,000 ₮","Компанийн үйлдвэрлэн гаргаж буй бүтээгдэхүүнийг олон нийтэд таниулах,Борлуулалтын суваг нэмэх,Үйл ажиллагааны төсөв, стратеги төлөвлөгөө боловсруулах, гүйцэтгэлийг гаргах, тайлагнахИдэвхижүүлэлттэй холбоотой судалгаа, шинжилгээний ажлыг төлөвлөгөөний дагуу гүйцэтгэхЭвэнт арга хэмжээ зохион байгуулах, оролцохЗах зээл, хэрэглэгчийн судалгаа хийж, сегментчилэх, мэдээллийн нэгдсэн системд бүртгэл хөтлөх, анализ гаргах, үнийн санал боловсруулахБорлуулалтын хэмжээг хадгалах, нэмэгдүүлэх зорилгоор шинэ зах зээл, хэрэглэгчидтэй холбоо тогтоох, уулзалт зохион байгуулах, үнэ тохиролцож, гэрээ хэлэлцээр байгуулахОдоо байгаа харилцагчидтай үргэлжлүүлэн харилцаж урт хугацааны хамтын ажиллагааг тогтворжуулахАБТ-д заасан чиг үүргийг хэрэгжүүлэх","Бизнесийн удирдлага, маркетингийн менежмент чиглэлээр бакалавр болон түүнээс дээш зэрэгтэйМаркетинг, судалгааны чиглэлээр 2-с дээш жил ажилласан туршлагатайБүтээлч сэтгэлгээ, шинийг санаачлагчХэл яриа, бичгийн харилцааны чадвартайТөлөвлөх, зохион байгуулах, гүйцэтгэлийн хурд сайнХариуцлага, эрч хүчтэйЗөв харилцаа, хандлагатай байхХэрэглээний программууд дээр ажиллах чадвартайАнгли хэлний дундаас дээш түвшний мэдлэгтэй",https://www.zangia.mn/job/_so2ecbie-6,Таван Богд Нура ХХК
График дизайнер ажилд авна.,"1,800,000 - 2,100,000 ₮","Компьютерийн Adobe Indesign, Photoshop, Premiere pro, CorelDraw, Illustrator,  зэрэг програмууд дээр ажилллах;эх бэлтгэлийн программууд дээр ажиллах;Фото зураг авах;Ажлын байрны тодорхойлолтод заасан бусад ажил үүргийг хийж гүйцэтгэх;","Зураглаач, эвлүүлэгч, график дизайны чиглэлээр мэргэжил эзэмшсэн, энэ чиглэлээр ажиллаж байсан бол давуу тал болно;График дизайн болон видео эвлүүлэг, эх бэлтгэлийн программууд дээр ажиллах чадвартай байх;Багаар ажиллах чадвартай, харилцааны соёлтой, цаг баримталдаг байх;Компьютерийн хэрэглээний программуудыг сайтар эзэмшсэн байх;Ажилдаа хариуцлагатай, эерэг хандлагатай;Сонгинохайрхан дүүрэгт оршин суудаг бол давуу тал болно.",https://www.zangia.mn/job/_q+oknu3shr,Сонгинохайрхан дүүргийн Иргэдийн ...
Тооцооны нягтлан бодогч /салбар компанид/,"2,100,000-2,500,000 ₮","Тооцооны нягтлан бодогчийн өдөр тутмын санхүүгийн бүртгэлийг хариуцаж, тооцоолол хийж, тайлан бэлтгэнэ.Салбарын санхүүгийн мэдээллийг цуглуулж, боловсруулж, шинжилнэ.Байгууллагын дотоод аудитын шаардлагад нийцсэн байдлыг хангана.Тооцооны болон санхүүгийн баримт бичгийг бүрдүүлж, хадгална.Санхүүгийн тайлан, төсөв, төлөвлөгөөг боловсруулахад дэмжлэг үзүүлнэ.Санхүүгийн системд мэдээллийг оруулах, шинэчлэлт хийх.Тайлант үе /сар, улирал, хагас жил, жилиийн эцэс/ өглөг авлага, хоорондын тооцоо болон бусад тооцоонд хяналт тавих, тулгах;","Санхүү, нягтлан бодох бүртгэл, эсвэл түүнтэй адилтай чиглэлээр бакалаврын зэрэгтэй.Тооцооны нягтлан бодогчоор ажиллаж байсан бол дувуу тал болно.Санхүүгийн программ хангамжид мэдлэгтэй, MS Office програмуудыг эзэмшсэн байх.Тайлагнах, тооцоолох, анализ хийх чадвартай.Мэргэжлийн ёс зүй, нууцлалыг сахих чадвартай.Багаар ажиллах, харилцах чадвартай.Санхүүгийн дүрэм, журам, стандартын талаар мэдлэгтэй.Ажлын ачаалал даах, цаг хугацаа сайн удирдах чадвартай.Шинэ төгсөгч байж болно.",https://www.zangia.mn/job/_7n6ekaa+5f,"""Эхлэл Брэнд"" ХХК"
